"Match_jetz_birdlife"	"Sp.Scien.jetz"	"Sp.Scien.hbw"	"Total_cells"	"mass"	"Accipiter_albogularis"	"Accipiter_badius"	"Accipiter_bicolor"	"Accipiter_brachyurus"	"Accipiter_castanilius"	"Accipiter_striatus"	"Accipiter_cirrocephalus"	"Accipiter_collaris"	"Accipiter_cooperii"	"Accipiter_erythrauchen"	"Accipiter_erythropus"	"Accipiter_fasciatus"	"Accipiter_gentilis"	"Accipiter_griseiceps"	"Accipiter_gularis"	"Accipiter_gundlachi"	"Accipiter_henicogrammus"	"Accipiter_henstii"	"Accipiter_madagascariensis"	"Accipiter_melanochlamys"	"Accipiter_melanoleucus"	"Accipiter_meyerianus"	"Accipiter_minullus"	"Accipiter_nisus"	"Accipiter_novaehollandiae"	"Accipiter_ovampensis"	"Accipiter_poliogaster"	"Accipiter_rhodogaster"	"Accipiter_rufitorques"	"Accipiter_rufiventris"	"Accipiter_superciliosus"	"Accipiter_tachiro"	"Accipiter_toussenelii"	"Accipiter_trivirgatus"	"Accipiter_virgatus"	"Berenicornis_comatus"	"Ailuroedus_buccoides"	"Aquila_adalberti"	"Aquila_africana"	"Aquila_chrysaetos"	"Clanga_clanga"	"Aquila_fasciata"	"Aquila_gurneyi"	"Aquila_heliaca"	"Aquila_nipalensis"	"Clanga_pomarina"	"Aquila_rapax"	"Aquila_verreauxii"	"Hieraaetus_wahlbergi"	"Ardea_cinerea"	"Ardea_melanocephala"	"Ardea_purpurea"	"Asio_flammeus"	"Asio_otus"	"Asio_stygius"	"Aviceda_subcristata"	"Botaurus_stellaris"	"Bubo_africanus"	"Bubo_ascalaphus"	"Bubo_bengalensis"	"Bubo_bubo"	"Bubo_capensis"	"Bubo_cinerascens"	"Bubo_coromandus"	"Bubo_lacteus"	"Bubo_magellanicus"	"Bubo_nipalensis"	"Bubo_philippensis"	"Bubo_poensis"	"Bubo_scandiacus"	"Bubo_shelleyi"	"Bubo_sumatranus"	"Bubo_virginianus"	"Bubulcus_ibis"	"Buceros_bicornis"	"Geranoaetus_albicaudatus"	"Buteo_albigula"	"Buteo_albonotatus"	"Buteo_augur"	"Buteo_auguralis"	"Buteo_brachypterus"	"Buteo_brachyurus"	"Buteo_galapagoensis"	"Buteo_hemilasius"	"Buteo_lagopus"	"Parabuteo_leucorrhous"	"Buteo_lineatus"	"Buteo_platypterus"	"Geranoaetus_polyosoma"	"Buteo_regalis"	"Buteo_ridgwayi"	"Buteo_rufinus"	"Buteo_rufofuscus"	"Buteo_solitarius"	"Buteo_swainsoni"	"Buteo_ventralis"	"Buteogallus_urubitinga"	"Carpococcyx_renauldi"	"Ardea_alba"	"Catharacta_antarctica"	"Catharacta_maccormicki"	"Catharacta_skua"	"Centropus_anselli"	"Centropus_senegalensis"	"Ciconia_boyciana"	"Circus_aeruginosus"	"Circus_approximans"	"Circus_assimilis"	"Circus_buffoni"	"Circus_cinereus"	"Circus_cyaneus"	"Circus_macrourus"	"Circus_maillardi"	"Circus_maurus"	"Circus_melanoleucos"	"Circus_pygargus"	"Circus_ranivorus"	"Circus_spilonotus"	"Corvus_albus"	"Corvus_bennetti"	"Corvus_brachyrhynchos"	"Corvus_corax"	"Corvus_coronoides"	"Corvus_mellori"	"Corvus_moneduloides"	"Corvus_orru"	"Corvus_ruficollis"	"Corvus_tasmanicus"	"Cracticus_cassicus"	"Cracticus_mentalis"	"Cracticus_nigrogularis"	"Cracticus_quoyi"	"Cracticus_torquatus"	"Dacelo_gaudichaud"	"Dacelo_leachii"	"Dacelo_novaeguineae"	"Dendrocitta_formosae"	"Dendrocitta_vagabunda"	"Dicrurus_bracteatus"	"Dicrurus_caerulescens"	"Egretta_garzetta"	"Elanoides_forficatus"	"Elanus_caeruleus"	"Elanus_leucurus"	"Ephippiorhynchus_asiaticus"	"Erythrotriorchis_buergersi"	"Erythrotriorchis_radiatus"	"Falco_araeus"	"Falco_berigora"	"Falco_biarmicus"	"Falco_cenchroides"	"Falco_cherrug"	"Falco_chicquera"	"Falco_columbarius"	"Falco_concolor"	"Falco_cuvierii"	"Falco_deiroleucus"	"Falco_dickinsoni"	"Falco_eleonorae"	"Falco_fasciinucha"	"Falco_femoralis"	"Falco_hypoleucos"	"Falco_jugger"	"Falco_longipennis"	"Falco_mexicanus"	"Falco_moluccensis"	"Falco_novaeseelandiae"	"Falco_peregrinus"	"Falco_rufigularis"	"Falco_rupicoloides"	"Falco_rusticolus"	"Falco_severus"	"Falco_sparverius"	"Falco_subbuteo"	"Falco_subniger"	"Falco_tinnunculus"	"Geococcyx_californianus"	"Geranoaetus_melanoleucus"	"Glaucidium_bolivianum"	"Glaucidium_brasilianum"	"Glaucidium_brodiei"	"Glaucidium_californicum"	"Glaucidium_capense"	"Glaucidium_castaneum"	"Glaucidium_jardinii"	"Glaucidium_nana"	"Glaucidium_palmarum"	"Glaucidium_passerinum"	"Glaucidium_peruanum"	"Gymnorhina_tibicen"	"Gypohierax_angolensis"	"Haliaeetus_albicilla"	"Haliaeetus_leucocephalus"	"Haliaeetus_leucogaster"	"Haliaeetus_leucoryphus"	"Haliaeetus_pelagicus"	"Haliaeetus_sanfordi"	"Haliastur_sphenurus"	"Hamirostra_melanosternon"	"Harpagus_diodon"	"Harpia_harpyja"	"Stephanoaetus_coronatus"	"Buteogallus_solitarius"	"Harpyopsis_novaeguineae"	"Henicopernis_infuscatus"	"Henicopernis_longicauda"	"Hieraaetus_ayresii"	"Hieraaetus_morphnoides"	"Hieraaetus_pennatus"	"Aquila_spilogaster"	"Ictinaetus_malaiensis"	"Ixobrychus_minutus"	"Ketupa_zeylonensis"	"Lanius_bucephalus"	"Lanius_collurio"	"Lanius_isabellinus"	"Lanius_schach"	"Lanius_senator"	"Larus_argentatus"	"Larus_audouinii"	"Larus_delawarensis"	"Larus_dominicanus"	"Larus_hyperboreus"	"Larus_marinus"	"Larus_occidentalis"	"Leptoptilos_crumenifer"	"Pseudastur_polionotus"	"Lophoictinia_isura"	"Lophotriorchis_kienerii"	"Macheiramphus_alcinus"	"Macronectes_giganteus"	"Megatriorchis_doriae"	"Melierax_canorus"	"Micronisus_gabar"	"Melierax_metabates"	"Melierax_poliopterus"	"Micrastur_gilvicollis"	"Micrastur_mirandollei"	"Micrastur_ruficollis"	"Micrastur_semitorquatus"	"Milvus_migrans"	"Milvus_milvus"	"Otus_gurneyi"	"Nesasio_solomonensis"	"Ninox_boobook"	"Ninox_connivens"	"Ninox_novaeseelandiae"	"Ninox_rudolfi"	"Ninox_rufa"	"Ninox_scutulata"	"Ninox_strenua"	"Nisaetus_alboniger"	"Nisaetus_bartelsi"	"Nisaetus_cirrhatus"	"Nisaetus_lanceolatus"	"Nisaetus_nanus"	"Nisaetus_nipalensis"	"Nisaetus_philippensis"	"Ptilopsis_leucotis"	"Parabuteo_unicinctus"	"Pernis_ptilorhynchus"	"Phodilus_badius"	"Pithecophaga_jefferyi"	"Polemaetus_bellicosus"	"Polyboroides_typus"	"Asio_clamator"	"Ptilopsis_granti"	"Pulsatrix_koeniswaldiana"	"Pulsatrix_melanota"	"Pulsatrix_perspicillata"	"Spilornis_elgini"	"Spilornis_klossi"	"Spizaetus_isidori"	"Spizaetus_melanoleucus"	"Spizaetus_ornatus"	"Spizaetus_tyrannus"	"Spiziapteryx_circumcincta"	"Stercorarius_parasiticus"	"Stercorarius_pomarinus"	"Strepera_fuliginosa"	"Strepera_versicolor"	"Strix_aluco"	"Strix_butleri"	"Strix_chacoensis"	"Strix_uralensis"	"Strix_fulvescens"	"Strix_hylophila"	"Strix_leptogrammica"	"Ciccaba_nigrolineata"	"Strix_occidentalis"	"Strix_ocellata"	"Strix_rufipes"	"Strix_seloputo"	"Strix_varia"	"Strix_woodfordii"	"Surnia_ulula"	"Terathopius_ecaudatus"	"Tyto_alba"	"Tyto_glaucops"	"Tyto_novaehollandiae"	"Tyto_tenebricosa"	"Uroglaux_dimorpha"	"average_predation_richness"	"total_predation_richness"	"latitude_med"	"latitude_mean"	"matching_name"
"1891"	"Neomixis_tenella"	"Neomixis_tenella"	"Neomixis_tenella"	1994	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872617853560682	1	-19.150018754	-19.2891026835486	"Neomixis_tenella"
"1892"	"Neopelma_chrysocephalum"	"Neopelma_chrysocephalum"	"Neopelma_chrysocephalum"	2299	15.35	0	0	2297	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2298	0	0	0	285	0	0	0	0	0	0	2297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2194	0	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52892561983471	11	4.349983126	3.17592184605301	"Neopelma_chrysocephalum"
"1893"	"Neophema_chrysogaster"	"Neophema_chrysogaster"	"Neophema_chrysogaster"	31	45.90000153	0	0	0	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	31	0	0	26	0	0	0	0	31	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	20.4516129032258	21	-42.816687314	-42.816687314	"Neophema_chrysogaster"
"1894"	"Neophema_chrysostoma"	"Neophema_chrysostoma"	"Neophema_chrysostoma"	832	52.5	0	0	0	0	0	0	832	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	832	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	491	0	0	0	832	0	0	225	0	832	0	0	819	0	0	247	0	820	0	0	0	0	0	0	0	832	0	828	0	0	0	0	0	0	0	0	0	0	22	0	832	0	0	0	832	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	468	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	273	361	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	765	165	0	26.1802884615385	36	-38.483353634	-39.4993793563077	"Neophema_chrysostoma"
"1895"	"Neophema_elegans"	"Neophema_elegans"	"Neophema_elegans"	3384	46.5	0	0	0	0	0	0	3371	0	0	0	0	3384	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3381	0	0	0	0	0	0	0	3159	3349	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	3104	1552	0	548	0	387	0	0	2403	0	3384	0	201	2279	0	0	15	0	3064	0	0	0	0	0	0	0	3347	0	3384	0	0	0	0	0	0	0	0	0	0	1484	0	3356	0	0	0	3364	0	0	0	0	0	0	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3376	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	3384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3353	0	0	0	0	0	0	0	0	0	0	0	0	1827	0	0	0	3384	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	398	0	2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3384	0	1741	0	0	24.8031914893617	36	-32.650019834	-31.8774626405957	"Neophema_elegans"
"1896"	"Neophema_pulchella"	"Neophema_pulchella"	"Neophema_pulchella"	1914	40.5	0	0	0	0	0	0	1872	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	0	0	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	1913	0	0	0	0	0	0	0	0	0	0	0	261	0	0	1914	1606	0	865	0	513	0	0	1847	0	1914	0	99	1914	0	0	1023	0	1914	0	0	0	0	0	0	0	1914	0	1914	0	0	0	0	0	0	0	0	0	0	1094	0	1914	0	0	0	1914	0	0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	0	1914	1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	105	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	1913	636	0	29.0167189132706	37	-32.650019834	-32.4143005535611	"Neophema_pulchella"
"1897"	"Neophron_percnopterus"	"Neophron_percnopterus"	"Neophron_percnopterus"	60630	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135279564571994	1	24.849984766	25.4160192276883	"Neophron_percnopterus"
"1898"	"Neopipo_cinnamomea"	"Neopipo_cinnamomea"	"Neopipo_cinnamomea"	10174	7	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	26	9912	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01975624139965	6	-3.316684154	-3.09184631411342	"Neopipo_cinnamomea"
"1899"	"Neothraupis_fasciata"	"Neothraupis_fasciata"	"Neothraupis_fasciata"	7099	29	0	0	7099	0	0	5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3126	0	6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7099	0	0	0	0	0	0	0	7099	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7099	0	7099	0	0	0	0	0	0	0	0	0	0	0	0	809	0	0	0	7002	0	0	0	0	0	0	0	7099	0	0	0	7099	0	0	0	0	0	0	7099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6727	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	7099	0	0	0	0	16.0921256515002	23	-16.150018514	-16.0358240173779	"Neothraupis_fasciata"
"1900"	"Neotis_ludwigii"	"Neotis_ludwigii"	"Neotis_ludwigii"	3614	3725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-28.150019474	-26.9285196529817	"Neotis_ludwigii"
"1901"	"Nesoenas_picturatus"	"Nesoenas_picturata"	"Nesoenas_picturatus"	2098	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1501	0	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2035	0	0	0	0	0	0	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	0	2041	0	0	0	0	0	0	0	0	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	0	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2031	0	0	0	0	11.9246901811249	16	-18.983352074	-18.9800155627703	"Nesoenas_picturata"
"1902"	"Nesopsar_nigerrimus"	"Nesopsar_nigerrimus"	"Nesopsar_nigerrimus"	18	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	6.05555555555556	7	18.183317566	18.155539786	"Nesopsar_nigerrimus"
"1903"	"Nestor_meridionalis"	"Nestor_meridionalis"	"Nestor_meridionalis"	458	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74235807860262	2	-41.483353874	-41.6958720860524	"Nestor_meridionalis"
"1904"	"Nestor_notabilis"	"Nestor_notabilis"	"Nestor_notabilis"	349	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318051575931232	1	-43.483354034	-43.3735163938854	"Nestor_notabilis"
