"Match_jetz_birdlife"	"Sp.Scien.jetz"	"Sp.Scien.hbw"	"Total_cells"	"mass"	"Accipiter_albogularis"	"Accipiter_badius"	"Accipiter_bicolor"	"Accipiter_brachyurus"	"Accipiter_castanilius"	"Accipiter_striatus"	"Accipiter_cirrocephalus"	"Accipiter_collaris"	"Accipiter_cooperii"	"Accipiter_erythrauchen"	"Accipiter_erythropus"	"Accipiter_fasciatus"	"Accipiter_gentilis"	"Accipiter_griseiceps"	"Accipiter_gularis"	"Accipiter_gundlachi"	"Accipiter_henicogrammus"	"Accipiter_henstii"	"Accipiter_madagascariensis"	"Accipiter_melanochlamys"	"Accipiter_melanoleucus"	"Accipiter_meyerianus"	"Accipiter_minullus"	"Accipiter_nisus"	"Accipiter_novaehollandiae"	"Accipiter_ovampensis"	"Accipiter_poliogaster"	"Accipiter_rhodogaster"	"Accipiter_rufitorques"	"Accipiter_rufiventris"	"Accipiter_superciliosus"	"Accipiter_tachiro"	"Accipiter_toussenelii"	"Accipiter_trivirgatus"	"Accipiter_virgatus"	"Berenicornis_comatus"	"Ailuroedus_buccoides"	"Aquila_adalberti"	"Aquila_africana"	"Aquila_chrysaetos"	"Clanga_clanga"	"Aquila_fasciata"	"Aquila_gurneyi"	"Aquila_heliaca"	"Aquila_nipalensis"	"Clanga_pomarina"	"Aquila_rapax"	"Aquila_verreauxii"	"Hieraaetus_wahlbergi"	"Ardea_cinerea"	"Ardea_melanocephala"	"Ardea_purpurea"	"Asio_flammeus"	"Asio_otus"	"Asio_stygius"	"Aviceda_subcristata"	"Botaurus_stellaris"	"Bubo_africanus"	"Bubo_ascalaphus"	"Bubo_bengalensis"	"Bubo_bubo"	"Bubo_capensis"	"Bubo_cinerascens"	"Bubo_coromandus"	"Bubo_lacteus"	"Bubo_magellanicus"	"Bubo_nipalensis"	"Bubo_philippensis"	"Bubo_poensis"	"Bubo_scandiacus"	"Bubo_shelleyi"	"Bubo_sumatranus"	"Bubo_virginianus"	"Bubulcus_ibis"	"Buceros_bicornis"	"Geranoaetus_albicaudatus"	"Buteo_albigula"	"Buteo_albonotatus"	"Buteo_augur"	"Buteo_auguralis"	"Buteo_brachypterus"	"Buteo_brachyurus"	"Buteo_galapagoensis"	"Buteo_hemilasius"	"Buteo_lagopus"	"Parabuteo_leucorrhous"	"Buteo_lineatus"	"Buteo_platypterus"	"Geranoaetus_polyosoma"	"Buteo_regalis"	"Buteo_ridgwayi"	"Buteo_rufinus"	"Buteo_rufofuscus"	"Buteo_solitarius"	"Buteo_swainsoni"	"Buteo_ventralis"	"Buteogallus_urubitinga"	"Carpococcyx_renauldi"	"Ardea_alba"	"Catharacta_antarctica"	"Catharacta_maccormicki"	"Catharacta_skua"	"Centropus_anselli"	"Centropus_senegalensis"	"Ciconia_boyciana"	"Circus_aeruginosus"	"Circus_approximans"	"Circus_assimilis"	"Circus_buffoni"	"Circus_cinereus"	"Circus_cyaneus"	"Circus_macrourus"	"Circus_maillardi"	"Circus_maurus"	"Circus_melanoleucos"	"Circus_pygargus"	"Circus_ranivorus"	"Circus_spilonotus"	"Corvus_albus"	"Corvus_bennetti"	"Corvus_brachyrhynchos"	"Corvus_corax"	"Corvus_coronoides"	"Corvus_mellori"	"Corvus_moneduloides"	"Corvus_orru"	"Corvus_ruficollis"	"Corvus_tasmanicus"	"Cracticus_cassicus"	"Cracticus_mentalis"	"Cracticus_nigrogularis"	"Cracticus_quoyi"	"Cracticus_torquatus"	"Dacelo_gaudichaud"	"Dacelo_leachii"	"Dacelo_novaeguineae"	"Dendrocitta_formosae"	"Dendrocitta_vagabunda"	"Dicrurus_bracteatus"	"Dicrurus_caerulescens"	"Egretta_garzetta"	"Elanoides_forficatus"	"Elanus_caeruleus"	"Elanus_leucurus"	"Ephippiorhynchus_asiaticus"	"Erythrotriorchis_buergersi"	"Erythrotriorchis_radiatus"	"Falco_araeus"	"Falco_berigora"	"Falco_biarmicus"	"Falco_cenchroides"	"Falco_cherrug"	"Falco_chicquera"	"Falco_columbarius"	"Falco_concolor"	"Falco_cuvierii"	"Falco_deiroleucus"	"Falco_dickinsoni"	"Falco_eleonorae"	"Falco_fasciinucha"	"Falco_femoralis"	"Falco_hypoleucos"	"Falco_jugger"	"Falco_longipennis"	"Falco_mexicanus"	"Falco_moluccensis"	"Falco_novaeseelandiae"	"Falco_peregrinus"	"Falco_rufigularis"	"Falco_rupicoloides"	"Falco_rusticolus"	"Falco_severus"	"Falco_sparverius"	"Falco_subbuteo"	"Falco_subniger"	"Falco_tinnunculus"	"Geococcyx_californianus"	"Geranoaetus_melanoleucus"	"Glaucidium_bolivianum"	"Glaucidium_brasilianum"	"Glaucidium_brodiei"	"Glaucidium_californicum"	"Glaucidium_capense"	"Glaucidium_castaneum"	"Glaucidium_jardinii"	"Glaucidium_nana"	"Glaucidium_palmarum"	"Glaucidium_passerinum"	"Glaucidium_peruanum"	"Gymnorhina_tibicen"	"Gypohierax_angolensis"	"Haliaeetus_albicilla"	"Haliaeetus_leucocephalus"	"Haliaeetus_leucogaster"	"Haliaeetus_leucoryphus"	"Haliaeetus_pelagicus"	"Haliaeetus_sanfordi"	"Haliastur_sphenurus"	"Hamirostra_melanosternon"	"Harpagus_diodon"	"Harpia_harpyja"	"Stephanoaetus_coronatus"	"Buteogallus_solitarius"	"Harpyopsis_novaeguineae"	"Henicopernis_infuscatus"	"Henicopernis_longicauda"	"Hieraaetus_ayresii"	"Hieraaetus_morphnoides"	"Hieraaetus_pennatus"	"Aquila_spilogaster"	"Ictinaetus_malaiensis"	"Ixobrychus_minutus"	"Ketupa_zeylonensis"	"Lanius_bucephalus"	"Lanius_collurio"	"Lanius_isabellinus"	"Lanius_schach"	"Lanius_senator"	"Larus_argentatus"	"Larus_audouinii"	"Larus_delawarensis"	"Larus_dominicanus"	"Larus_hyperboreus"	"Larus_marinus"	"Larus_occidentalis"	"Leptoptilos_crumenifer"	"Pseudastur_polionotus"	"Lophoictinia_isura"	"Lophotriorchis_kienerii"	"Macheiramphus_alcinus"	"Macronectes_giganteus"	"Megatriorchis_doriae"	"Melierax_canorus"	"Micronisus_gabar"	"Melierax_metabates"	"Melierax_poliopterus"	"Micrastur_gilvicollis"	"Micrastur_mirandollei"	"Micrastur_ruficollis"	"Micrastur_semitorquatus"	"Milvus_migrans"	"Milvus_milvus"	"Otus_gurneyi"	"Nesasio_solomonensis"	"Ninox_boobook"	"Ninox_connivens"	"Ninox_novaeseelandiae"	"Ninox_rudolfi"	"Ninox_rufa"	"Ninox_scutulata"	"Ninox_strenua"	"Nisaetus_alboniger"	"Nisaetus_bartelsi"	"Nisaetus_cirrhatus"	"Nisaetus_lanceolatus"	"Nisaetus_nanus"	"Nisaetus_nipalensis"	"Nisaetus_philippensis"	"Ptilopsis_leucotis"	"Parabuteo_unicinctus"	"Pernis_ptilorhynchus"	"Phodilus_badius"	"Pithecophaga_jefferyi"	"Polemaetus_bellicosus"	"Polyboroides_typus"	"Asio_clamator"	"Ptilopsis_granti"	"Pulsatrix_koeniswaldiana"	"Pulsatrix_melanota"	"Pulsatrix_perspicillata"	"Spilornis_elgini"	"Spilornis_klossi"	"Spizaetus_isidori"	"Spizaetus_melanoleucus"	"Spizaetus_ornatus"	"Spizaetus_tyrannus"	"Spiziapteryx_circumcincta"	"Stercorarius_parasiticus"	"Stercorarius_pomarinus"	"Strepera_fuliginosa"	"Strepera_versicolor"	"Strix_aluco"	"Strix_butleri"	"Strix_chacoensis"	"Strix_uralensis"	"Strix_fulvescens"	"Strix_hylophila"	"Strix_leptogrammica"	"Ciccaba_nigrolineata"	"Strix_occidentalis"	"Strix_ocellata"	"Strix_rufipes"	"Strix_seloputo"	"Strix_varia"	"Strix_woodfordii"	"Surnia_ulula"	"Terathopius_ecaudatus"	"Tyto_alba"	"Tyto_glaucops"	"Tyto_novaehollandiae"	"Tyto_tenebricosa"	"Uroglaux_dimorpha"	"average_predation_richness"	"total_predation_richness"	"latitude_med"	"latitude_mean"	"matching_name"
"1905"	"Nettapus_auritus"	"Nettapus_auritus"	"Nettapus_auritus"	54367	272.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	0	0	26351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6134	66	814	0	0	850	23889	21093	37852	8450	35852	51804	51150	51516	0	0	0	0	8352	20333	646	0	0	2277	26295	0	32591	0	0	0	11669	0	3871	0	0	0	0	0	0	0	11075	21541	1416	0	0	0	0	0	0	0	0	0	0	7637	646	0	0	0	0	0	52315	1	0	231	0	0	0	37272	0	0	0	0	0	0	0	104	0	0	11674	0	52071	0	0	0	0	0	0	0	10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39453	0	4750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30101	0	0	0	0	0	0	0	0	0	0	20007	0	0	0	0	23167	0	33266	35869	0	0	0	0	0	0	0	0	0	51	0	265	0	0	0	0	0	0	0	35021	46	0	1377	0	35218	5791	0	0	0	0	53737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39034	41591	0	0	0	0	0	0	0	0	0	0	0	0	260	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40845	44744	0	0	0	0	21.1899681792264	57	3.183316366	0.384501297305605	"Nettapus_auritus"
"1906"	"Nettapus_coromandelianus"	"Nettapus_coromandelianus"	"Nettapus_coromandelianus"	31546	391.5	0	0	0	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	2439	0	0	0	4298	11374	10871	623	10578	10199	0	7397	0	0	26918	0	26443	0	0	0	0	9344	0	0	9331	6413	0	0	5151	0	0	6607	427	0	0	0	2859	0	0	9433	0	0	0	0	0	0	0	0	1690	1098	0	0	0	0	0	0	5312	0	0	0	0	0	0	31393	15	0	0	0	0	4732	9666	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3113	2338	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10801	0	1229	0	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	7646	0	0	0	0	21284	0	0	0	0	0	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2207	0	8614	7271	0	0	2991	1375	0	0	0	0	859	0	0	0	2457	7879	0	8115	0	15914	0	0	0	0	0	0	0	0	275	1	0	0	0	0	0	9204	3376	30	658	0	0	0	0	0	0	0	0	26126	0	0	0	0	0	0	0	889	0	729	1871	68	11226	263	0	5320	426	0	0	18784	0	144	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1325	0	0	0	0	0	34	0	0	14519	0	0	0	0	2039	0	0	0	0	0	0	2381	1405	63	13.6175426361504	72	21.683317846	16.36462408379	"Nettapus_coromandelianus"
"1907"	"Nettapus_pulchellus"	"Nettapus_pulchellus"	"Nettapus_pulchellus"	5856	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5853	0	0	0	0	0	0	0	3929	4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271	0	0	5832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4744	203	3180	0	5323	0	0	0	0	0	0	0	0	0	0	0	0	3313	0	0	0	0	0	5856	0	0	0	0	0	0	4207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4308	0	0	0	5431	4029	0	0	0	0	1238	0	1308	0	4541	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4540	0	999	14	1230	0	0	0	0	0	0	0	0	4721	0	0	0	0	3746	0	0	1901	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4176	1589	372	16.3931010928962	34	-15.983351834	-15.0421803106189	"Nettapus_pulchellus"
"1908"	"Newtonia_amphichroa"	"Newtonia_amphichroa"	"Newtonia_amphichroa"	891	12.30000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75869809203143	3	-18.483352034	-18.7291432994545	"Newtonia_amphichroa"
"1909"	"Nicator_gularis"	"Nicator_gularis"	"Nicator_gularis"	3463	34.66666667	0	3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3265	226	0	2690	0	0	0	96	0	3398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3415	0	0	0	0	0	0	0	0	3118	0	0	0	0	217	0	0	0	0	0	10	0	0	0	0	3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0	3097	0	39	0	2753	2468	0	3405	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	3434	0	3463	0	0	0	0	0	0	3411	0	0	0	0	447	1644	0	2366	39	562	0	0	0	0	0	0	0	0	0	399	0	0	0	3291	0	3333	0	0	0	0	0	0	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3374	0	0	3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	0	0	30	2983	2638	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	3406	0	3148	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3325	0	0	3326	0	0	0	0	26.17066127635	43	-16.150018514	-14.7789047263821	"Nicator_gularis"
"1910"	"Nicator_vireo"	"Nicator_vireo"	"Nicator_vireo"	4711	23.51	0	1186	0	0	3076	0	0	0	0	0	3509	0	0	0	0	0	0	0	0	0	0	0	84	0	0	592	0	0	0	58	0	119	4184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2137	3661	0	0	0	0	0	0	0	40	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	0	4287	0	0	0	0	0	0	0	0	0	0	0	0	2364	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	769	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4551	0	0	0	161	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4625	0	0	1847	0	0	0	0	9.92697940989174	29	-0.483350593995	-1.0501800456996	"Nicator_vireo"
"1911"	"Nigrita_luteifrons"	"Nigrita_luteifrons"	"Nigrita_luteifrons"	8157	13.19999981	0	1636	0	0	5697	0	0	0	0	0	6770	0	0	0	0	0	0	0	0	0	0	0	267	0	0	596	0	0	0	213	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3100	6408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7634	0	0	0	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	1669	0	0	0	0	0	0	49	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8102	0	0	0	291	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43962241019983	21	0.183316126005	0.205158308288451	"Nigrita_luteifrons"
"1912"	"Niltava_sundara"	"Niltava_sundara"	"Niltava_sundara"	8800	21.5	0	3438	0	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	7462	0	0	0	0	0	0	0	0	0	2543	7297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4449	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4303	927	0	0	4994	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5842	1704	0	31	8757	0	1272	0	0	0	0	0	0	0	0	0	410	4847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3733	0	6710	0	8796	0	0	0	0	5328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	487	0	360	8321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883	0	0	0	0	0	0	0	0	0	0	0	2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3541	0	0	0	0	12.5390909090909	30	28.016651686	27.6051554409591	"Niltava_sundara"
"1914"	"Ninox_connivens"	"Ninox_connivens"	"Ninox_connivens"	10475	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7552	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	1.78453460620525	8	-23.816685794	-23.4159379496888	"Ninox_connivens"
"1915"	"Ninox_rufa"	"Ninox_rufa"	"Ninox_rufa"	3222	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	1.81657355679702	4	-6.316684394	-7.14267245925123	"Ninox_rufa"
"1916"	"Ninox_squamipila"	"Ninox_squamipila"	"Ninox_squamipila"	95	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42105263157895	10	-3.316684154	-3.26229818473684	"Ninox_squamipila"
"1917"	"Ninox_strenua"	"Ninox_strenua"	"Ninox_strenua"	2266	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662400706090026	2	-32.816686514	-32.086912992835	"Ninox_strenua"
"1918"	"Northiella_haematogaster"	"Northiella_haematogaster"	"Northiella_haematogaster"	6183	89.5	0	0	0	0	0	0	4497	0	0	0	0	5977	0	0	0	0	0	0	0	0	0	0	0	0	1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5496	0	0	0	0	0	0	0	5278	6183	0	0	0	0	0	0	0	0	0	0	0	4876	0	0	5803	3367	0	1581	0	297	0	0	4504	0	0	0	112	4150	0	0	0	0	5351	0	0	0	0	0	229	0	6183	0	6183	0	0	0	0	0	0	0	0	0	0	4457	0	6183	0	0	0	5479	0	0	0	0	0	0	5539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6183	0	0	0	0	0	0	0	4920	3619	0	0	0	0	0	0	0	0	5648	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	5099	0	0	0	0	0	0	0	0	0	0	0	0	5294	0	0	0	6183	2991	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	107	0	2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6183	0	3256	235	0	24.555070354197	40	-30.483352994	-30.5971057660524	"Northiella_haematogaster"
"1919"	"Notiochelidon_flavipes"	"Notiochelidon_flavipes"	"Notiochelidon_flavipes"	658	10.4	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	462	0	0	0	0	0	143	129	0	0	0	0	258	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1565349544073	12	-7.066684454	-6.05553948962283	"Notiochelidon_flavipes"
